locus_tag	ftype	length_bp	gene	EC_number	COG	product
HGLHCLKK_01243	CDS	576	sapB_1		COG1285	Protein SapB
HGLHCLKK_01244	CDS	339	hdeB			Acid stress chaperone HdeB
HGLHCLKK_01245	CDS	333	hdeA			Acid stress chaperone HdeA
HGLHCLKK_01246	CDS	573	hdeD		COG3247	Protein HdeD
HGLHCLKK_01247	CDS	528	gadE			Transcriptional regulator GadE
HGLHCLKK_01248	CDS	279				hypothetical protein
HGLHCLKK_01249	misc_RNA	72				ES205
HGLHCLKK_01250	CDS	1158	mdtE			Multidrug resistance protein MdtE
HGLHCLKK_01251	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
HGLHCLKK_01252	CDS	282				hypothetical protein
HGLHCLKK_01253	CDS	729	gadW_1			HTH-type transcriptional regulator GadW
HGLHCLKK_01254	misc_RNA	114				GadY
HGLHCLKK_01255	CDS	825	gadX_2			HTH-type transcriptional regulator GadX
HGLHCLKK_01256	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
HGLHCLKK_01257	CDS	1398				hypothetical protein
HGLHCLKK_01258	CDS	102				hypothetical protein
HGLHCLKK_01259	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
HGLHCLKK_01260	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
HGLHCLKK_01261	CDS	972	dmlR_1			HTH-type transcriptional regulator DmlR
HGLHCLKK_01262	CDS	951	yhjD		COG1295	Inner membrane protein YhjD
HGLHCLKK_01263	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
HGLHCLKK_01264	CDS	2061				hypothetical protein
HGLHCLKK_01265	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
HGLHCLKK_01266	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
HGLHCLKK_01267	CDS	1497	yhjJ		COG0612	Protein YhjJ
HGLHCLKK_01268	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
HGLHCLKK_01269	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
HGLHCLKK_01270	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
HGLHCLKK_01271	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
HGLHCLKK_01272	CDS	2331	bcsB			Cyclic di-GMP-binding protein
HGLHCLKK_01273	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
HGLHCLKK_01274	CDS	537	bcsQ_1			Cellulose biosynthesis protein BcsQ
HGLHCLKK_01275	CDS	198	bcsQ_2			Cellulose biosynthesis protein BcsQ
HGLHCLKK_01276	CDS	189	yhjR			Protein YhjR
HGLHCLKK_01277	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
HGLHCLKK_01278	CDS	192				hypothetical protein
HGLHCLKK_01279	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
HGLHCLKK_01280	CDS	108	ldrD			Small toxic polypeptide LdrD
HGLHCLKK_01281	misc_RNA	66				rdlD
HGLHCLKK_01282	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
HGLHCLKK_01283	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
HGLHCLKK_01284	CDS	498	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
HGLHCLKK_01285	CDS	387	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
HGLHCLKK_01286	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
HGLHCLKK_01287	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
HGLHCLKK_01288	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
HGLHCLKK_01289	misc_RNA	82				naRNA4
HGLHCLKK_01290	tRNA	77				tRNA-Pro(cgg)
HGLHCLKK_01291	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
HGLHCLKK_01292	CDS	531	lpfE			putative fimbrial subunit LpfE
HGLHCLKK_01293	CDS	1056	lpfD			putative minor fimbrial subunit LpfD
HGLHCLKK_01294	CDS	1458	lpfC'_1		COG3188	putative outer membrane usher protein LpfC'
HGLHCLKK_01295	CDS	1104	lpfC		COG3188	putative outer membrane usher protein LpfC
HGLHCLKK_01296	CDS	687	lpfB			putative fimbrial chaperone LpfB
HGLHCLKK_01297	CDS	525	lpfA_2			putative major fimbrial subunit LpfA
HGLHCLKK_01298	CDS	1203	yhjX			putative MFS-type transporter YhjX
HGLHCLKK_01299	CDS	699				hypothetical protein
HGLHCLKK_01300	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
HGLHCLKK_01301	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
HGLHCLKK_01302	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
HGLHCLKK_01303	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
HGLHCLKK_01304	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
HGLHCLKK_01305	CDS	711				hypothetical protein
HGLHCLKK_01306	CDS	291				hypothetical protein
HGLHCLKK_01307	misc_RNA	428				cspA
HGLHCLKK_01308	CDS	213	cspA		COG1278	Cold shock protein CspA
HGLHCLKK_01309	CDS	213				hypothetical protein
HGLHCLKK_01310	misc_RNA	152				sok
HGLHCLKK_01311	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HGLHCLKK_01312	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HGLHCLKK_01313	CDS	300				hypothetical protein
HGLHCLKK_01314	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
HGLHCLKK_01315	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
HGLHCLKK_01316	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
HGLHCLKK_01317	CDS	1455	xylB_2	2.7.1.17	COG1070	Xylulose kinase
HGLHCLKK_01318	CDS	1017	xylA_1	5.3.1.5	COG2115	Xylose isomerase
HGLHCLKK_01319	CDS	279	xylA_2	5.3.1.5		Xylose isomerase
HGLHCLKK_01320	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
HGLHCLKK_01321	CDS	933	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
HGLHCLKK_01322	CDS	522	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
HGLHCLKK_01323	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
HGLHCLKK_01324	CDS	1179	xylR			Xylose operon regulatory protein
HGLHCLKK_01325	CDS	825				hypothetical protein
HGLHCLKK_01326	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
HGLHCLKK_01327	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
HGLHCLKK_01328	misc_RNA	43				ES036
HGLHCLKK_01329	CDS	474	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
HGLHCLKK_01330	CDS	816	rhaR_1			HTH-type transcriptional activator RhaR
HGLHCLKK_01331	CDS	1401	yicJ_1		COG2211	Inner membrane symporter YicJ
HGLHCLKK_01332	CDS	1971	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
HGLHCLKK_01333	CDS	741	mipA_1		COG3713	MltA-interacting protein
HGLHCLKK_01334	CDS	975				hypothetical protein
HGLHCLKK_01335	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
HGLHCLKK_01336	CDS	324	yiaW_1			Inner membrane protein YiaW
HGLHCLKK_01337	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
HGLHCLKK_01338	CDS	234				hypothetical protein
HGLHCLKK_01339	CDS	1017				hypothetical protein
HGLHCLKK_01340	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
HGLHCLKK_01341	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
HGLHCLKK_01342	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
HGLHCLKK_01343	CDS	609	yibF		COG0625	putative GST-like protein YibF
HGLHCLKK_01344	CDS	1089	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
HGLHCLKK_01345	CDS	1182				hypothetical protein
HGLHCLKK_01346	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
HGLHCLKK_01347	CDS	222				hypothetical protein
HGLHCLKK_01348	CDS	297				hypothetical protein
HGLHCLKK_01349	CDS	1233	acrF_1		COG0841	Multidrug export protein AcrF
HGLHCLKK_01350	CDS	1887	acrF_2		COG0841	Multidrug export protein AcrF
HGLHCLKK_01351	CDS	1158	acrE			Multidrug export protein AcrE
HGLHCLKK_01352	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
HGLHCLKK_01353	CDS	180				hypothetical protein
HGLHCLKK_01354	CDS	885	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
HGLHCLKK_01355	CDS	297	fis		COG2901	DNA-binding protein Fis
HGLHCLKK_01356	CDS	873	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
HGLHCLKK_01357	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HGLHCLKK_01358	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
HGLHCLKK_01359	CDS	243	yhdT		COG3924	putative membrane protein YhdT
HGLHCLKK_01360	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
HGLHCLKK_01361	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HGLHCLKK_01362	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
HGLHCLKK_01363	CDS	1941	csrD			RNase E specificity factor CsrD
HGLHCLKK_01364	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
HGLHCLKK_01365	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
HGLHCLKK_01366	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
HGLHCLKK_01367	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
HGLHCLKK_01368	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
HGLHCLKK_01369	CDS	3801				hypothetical protein
HGLHCLKK_01370	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
HGLHCLKK_01371	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
HGLHCLKK_01372	CDS	204	aaeX			Protein AaeX
HGLHCLKK_01373	CDS	930	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
HGLHCLKK_01374	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
HGLHCLKK_01375	CDS	273	yhcO		COG2732	putative protein YhcO
HGLHCLKK_01376	CDS	264	bhsA_1			Multiple stress resistance protein BhsA
HGLHCLKK_01377	CDS	471	argR		COG1438	Arginine repressor
HGLHCLKK_01378	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
HGLHCLKK_01379	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
HGLHCLKK_01380	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
HGLHCLKK_01381	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
HGLHCLKK_01382	CDS	1128	zapE		COG1485	Cell division protein ZapE
HGLHCLKK_01383	CDS	429	rplM		COG0102	50S ribosomal protein L13
HGLHCLKK_01384	CDS	393	rpsI		COG0103	30S ribosomal protein S9
HGLHCLKK_01385	CDS	639	sspA		COG0625	Stringent starvation protein A
HGLHCLKK_01386	CDS	498	sspB		COG2969	Stringent starvation protein B
HGLHCLKK_01387	CDS	1365	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
HGLHCLKK_01388	CDS	792	nanR_1		COG2186	HTH-type transcriptional repressor NanR
HGLHCLKK_01389	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
HGLHCLKK_01390	CDS	1491	nanT			Sialic acid transporter NanT
HGLHCLKK_01391	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
HGLHCLKK_01392	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
HGLHCLKK_01393	CDS	465	yhcH		COG2731	putative protein YhcH
HGLHCLKK_01394	CDS	1050	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
HGLHCLKK_01395	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
HGLHCLKK_01396	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
HGLHCLKK_01397	CDS	930				hypothetical protein
HGLHCLKK_01398	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
HGLHCLKK_01399	misc_RNA	108				ArcZ
HGLHCLKK_01400	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
HGLHCLKK_01401	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
HGLHCLKK_01402	CDS	633	yrbL			putative protein YrbL
HGLHCLKK_01403	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
HGLHCLKK_01404	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
HGLHCLKK_01405	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
HGLHCLKK_01406	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
HGLHCLKK_01407	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
HGLHCLKK_01408	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HGLHCLKK_01409	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
HGLHCLKK_01410	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
HGLHCLKK_01411	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
HGLHCLKK_01412	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
HGLHCLKK_01413	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
HGLHCLKK_01414	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
HGLHCLKK_01415	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
HGLHCLKK_01416	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
HGLHCLKK_01417	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
HGLHCLKK_01418	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
HGLHCLKK_01419	CDS	270	ibaG		COG5007	Acid stress protein IbaG
HGLHCLKK_01420	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HGLHCLKK_01421	CDS	279				hypothetical protein
HGLHCLKK_01422	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
HGLHCLKK_01423	CDS	312	rplU		COG0261	50S ribosomal protein L21
HGLHCLKK_01424	CDS	258	rpmA		COG0211	50S ribosomal protein L27
HGLHCLKK_01425	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
HGLHCLKK_01426	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
HGLHCLKK_01427	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
HGLHCLKK_01428	misc_RNA	122				greA
HGLHCLKK_01429	CDS	477	greA		COG0782	Transcription elongation factor GreA
HGLHCLKK_01430	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
HGLHCLKK_01431	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
HGLHCLKK_01432	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HGLHCLKK_01433	CDS	849	folP_3	2.5.1.15	COG0294	Dihydropteroate synthase
HGLHCLKK_01434	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
HGLHCLKK_01435	CDS	333	secG		COG1314	Protein-export membrane protein SecG
HGLHCLKK_01436	tRNA	87				tRNA-Leu(gag)
HGLHCLKK_01437	CDS	1518	yhbX_2	2.-.-.-	COG2194	Putative transferase YhbX
HGLHCLKK_01438	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
HGLHCLKK_01439	tRNA	77				tRNA-Met(cat)
HGLHCLKK_01440	misc_RNA	101				rimP
HGLHCLKK_01441	CDS	423	rimP		COG0779	Ribosome maturation factor RimP
HGLHCLKK_01442	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
HGLHCLKK_01443	CDS	2673	infB		COG0532	Translation initiation factor IF-2
HGLHCLKK_01444	misc_RNA	71				naRNA4
HGLHCLKK_01445	CDS	402	rbfA		COG0858	30S ribosome-binding factor
HGLHCLKK_01446	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
HGLHCLKK_01447	misc_RNA	115				S15
HGLHCLKK_01448	CDS	270	rpsO		COG0184	30S ribosomal protein S15
HGLHCLKK_01449	misc_RNA	172				SraG
HGLHCLKK_01450	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
HGLHCLKK_01451	CDS	885	nlpI		COG4785	Lipoprotein NlpI
HGLHCLKK_01452	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
HGLHCLKK_01453	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
HGLHCLKK_01454	CDS	1008				hypothetical protein
HGLHCLKK_01455	CDS	879				hypothetical protein
HGLHCLKK_01456	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
HGLHCLKK_01457	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
HGLHCLKK_01458	CDS	504				hypothetical protein
HGLHCLKK_01459	CDS	303				hypothetical protein
HGLHCLKK_01460	CDS	444				hypothetical protein
HGLHCLKK_01461	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
HGLHCLKK_01462	CDS	636				hypothetical protein
HGLHCLKK_01463	CDS	1041				hypothetical protein
HGLHCLKK_01464	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
HGLHCLKK_01465	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
HGLHCLKK_01466	CDS	396				hypothetical protein
HGLHCLKK_01467	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
HGLHCLKK_01468	CDS	861	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
HGLHCLKK_01469	CDS	351	yraK_1			putative fimbrial-like protein YraK
HGLHCLKK_01470	CDS	408	yraK_2			putative fimbrial-like protein YraK
HGLHCLKK_01471	CDS	2517	yraJ		COG3188	Outer membrane usher protein YraJ
HGLHCLKK_01472	CDS	696	yraI_1			putative fimbrial chaperone YraI
HGLHCLKK_01473	CDS	585	yraH			putative fimbrial-like protein YraH
HGLHCLKK_01474	CDS	510	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
HGLHCLKK_01475	CDS	162				hypothetical protein
HGLHCLKK_01476	CDS	792	manZ_1		COG3716	PTS system mannose-specific EIID component
HGLHCLKK_01477	CDS	630	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
HGLHCLKK_01478	CDS	477	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
HGLHCLKK_01479	CDS	861	kbaY_2	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
HGLHCLKK_01480	CDS	1155	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
HGLHCLKK_01481	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
HGLHCLKK_01482	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
HGLHCLKK_01483	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
HGLHCLKK_01484	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
HGLHCLKK_01485	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
HGLHCLKK_01486	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
HGLHCLKK_01487	CDS	810	srlR_2		COG1349	Glucitol operon repressor
HGLHCLKK_01488	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
HGLHCLKK_01489	CDS	336	prlF		COG2002	Antitoxin PrlF
HGLHCLKK_01490	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
HGLHCLKK_01491	CDS	1335	garP			putative galactarate transporter
HGLHCLKK_01492	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
HGLHCLKK_01493	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HGLHCLKK_01494	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
HGLHCLKK_01495	misc_RNA	377				RNaseP_bact_a
HGLHCLKK_01496	CDS	1188				hypothetical protein
HGLHCLKK_01497	CDS	540				hypothetical protein
HGLHCLKK_01498	CDS	345				hypothetical protein
HGLHCLKK_01499	CDS	939	tsaR_1			HTH-type transcriptional regulator TsaR
HGLHCLKK_01500	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
HGLHCLKK_01501	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
HGLHCLKK_01502	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
HGLHCLKK_01503	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
HGLHCLKK_01504	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
HGLHCLKK_01505	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
HGLHCLKK_01506	CDS	390	dlsT_1		COG0814	putative serine transporter
HGLHCLKK_01507	CDS	894	dlsT_2		COG0814	Serine transporter
HGLHCLKK_01508	CDS	1311				hypothetical protein
HGLHCLKK_01509	CDS	165				hypothetical protein
HGLHCLKK_01510	CDS	255	yhaK_1		COG1741	Pirin-like protein YhaK
HGLHCLKK_01511	CDS	420	yhaK_2		COG1741	Pirin-like protein YhaK
HGLHCLKK_01512	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
HGLHCLKK_01513	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
HGLHCLKK_01514	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
HGLHCLKK_01515	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
HGLHCLKK_01516	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
HGLHCLKK_01517	CDS	300				hypothetical protein
HGLHCLKK_01518	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
HGLHCLKK_01519	CDS	306	yqjD		COG4575	putative protein YqjD
HGLHCLKK_01520	CDS	369	yqjC			Protein YqjC
HGLHCLKK_01521	CDS	384	mzrA			Modulator protein MzrA
HGLHCLKK_01522	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
HGLHCLKK_01523	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
HGLHCLKK_01524	CDS	1299	exuT			Hexuronate transporter
HGLHCLKK_01525	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
HGLHCLKK_01526	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
HGLHCLKK_01527	CDS	552	ygjV			Inner membrane protein YgjV
HGLHCLKK_01528	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
HGLHCLKK_01529	CDS	966	alx_1		COG0861	Putative membrane-bound redox modulator Alx
HGLHCLKK_01530	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
HGLHCLKK_01531	CDS	693				hypothetical protein
HGLHCLKK_01532	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
HGLHCLKK_01533	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
HGLHCLKK_01534	CDS	315	higB	3.1.-.-	COG4680	mRNA interferase HigB
HGLHCLKK_01535	CDS	417	higA		COG5499	Antitoxin HigA
HGLHCLKK_01536	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
HGLHCLKK_01537	misc_RNA	82				naRNA4
HGLHCLKK_01538	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
HGLHCLKK_01539	CDS	1071				hypothetical protein
HGLHCLKK_01540	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
HGLHCLKK_01541	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
HGLHCLKK_01542	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
HGLHCLKK_01543	CDS	984	melR_2		COG1609	HTH-type transcriptional repressor MelR
HGLHCLKK_01544	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
HGLHCLKK_01545	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
HGLHCLKK_01546	CDS	1521	aer		COG0840	Aerotaxis receptor
HGLHCLKK_01547	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
HGLHCLKK_01548	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
HGLHCLKK_01549	tRNA	76				tRNA-Met(cat)
HGLHCLKK_01550	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
HGLHCLKK_01551	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
HGLHCLKK_01552	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
HGLHCLKK_01553	CDS	216	rpsU		COG0828	30S ribosomal protein S21
HGLHCLKK_01554	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HGLHCLKK_01555	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
HGLHCLKK_01556	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
HGLHCLKK_01557	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
HGLHCLKK_01558	CDS	933	dmlR_3			HTH-type transcriptional regulator DmlR
HGLHCLKK_01559	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
HGLHCLKK_01560	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
HGLHCLKK_01561	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
HGLHCLKK_01562	misc_RNA	71				naRNA4
HGLHCLKK_01563	CDS	1239	cca		COG0617	Multifunctional CCA protein
HGLHCLKK_01564	CDS	621				hypothetical protein
HGLHCLKK_01565	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
HGLHCLKK_01566	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
HGLHCLKK_01567	CDS	1434	hldE		COG2870	Bifunctional protein HldE
HGLHCLKK_01568	misc_RNA	150				SIB_RNA
HGLHCLKK_01569	misc_RNA	150				SIB_RNA
