locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCMHGFIA_00919	CDS	636				hypothetical protein
LCMHGFIA_00920	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
LCMHGFIA_00921	CDS	981	yggR		COG2805	putative protein YggR
LCMHGFIA_00922	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
LCMHGFIA_00923	CDS	567				hypothetical protein
LCMHGFIA_00924	CDS	291				hypothetical protein
LCMHGFIA_00925	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
LCMHGFIA_00926	CDS	1137	hemW		COG0635	Heme chaperone HemW
LCMHGFIA_00927	misc_RNA	71				naRNA4
LCMHGFIA_00928	CDS	1008				hypothetical protein
LCMHGFIA_00929	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
LCMHGFIA_00930	CDS	720				hypothetical protein
LCMHGFIA_00931	CDS	327			COG3171	putative protein
LCMHGFIA_00932	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
LCMHGFIA_00933	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
LCMHGFIA_00934	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
LCMHGFIA_00935	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
LCMHGFIA_00936	CDS	1257	nupG			Nucleoside permease NupG
LCMHGFIA_00937	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
LCMHGFIA_00938	CDS	708				hypothetical protein
LCMHGFIA_00939	tRNA	76				tRNA-Phe(gaa)
LCMHGFIA_00940	CDS	1191	intS_1		COG0582	Prophage integrase IntS
LCMHGFIA_00941	CDS	1044				hypothetical protein
LCMHGFIA_00942	CDS	1674	yhbX_1	2.-.-.-	COG2194	Putative transferase YhbX
LCMHGFIA_00943	CDS	198				hypothetical protein
LCMHGFIA_00944	CDS	267				hypothetical protein
LCMHGFIA_00945	CDS	1572				hypothetical protein
LCMHGFIA_00946	CDS	1080				hypothetical protein
LCMHGFIA_00947	CDS	897				hypothetical protein
LCMHGFIA_00948	CDS	738	pagN		COG3637	Outer membrane protein PagN
LCMHGFIA_00949	CDS	897				hypothetical protein
LCMHGFIA_00950	CDS	1623				hypothetical protein
LCMHGFIA_00951	CDS	1143	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
LCMHGFIA_00952	CDS	1635				hypothetical protein
LCMHGFIA_00953	CDS	3414				hypothetical protein
LCMHGFIA_00954	CDS	579				hypothetical protein
LCMHGFIA_00955	CDS	1572				IS66 family transposase ISCro1
LCMHGFIA_00956	CDS	348				hypothetical protein
LCMHGFIA_00957	CDS	486				hypothetical protein
LCMHGFIA_00958	CDS	276			COG1662	IS1 family transposase IS1A
LCMHGFIA_00959	CDS	378			COG1662	IS1 family transposase IS1R
LCMHGFIA_00960	CDS	435				ISL3 family transposase ISStma11
LCMHGFIA_00961	CDS	351	merT			Mercuric transport protein MerT
LCMHGFIA_00962	CDS	276	merP			Mercuric transport protein periplasmic component
LCMHGFIA_00963	CDS	423	merC			Mercuric transport protein MerC
LCMHGFIA_00964	CDS	1695	merA	1.16.1.1		Mercuric reductase
LCMHGFIA_00965	CDS	363				hypothetical protein
LCMHGFIA_00966	CDS	237				hypothetical protein
LCMHGFIA_00967	CDS	708			COG2200	putative signaling protein
LCMHGFIA_00968	CDS	1680				hypothetical protein
LCMHGFIA_00969	CDS	861				hypothetical protein
LCMHGFIA_00970	CDS	1515				hypothetical protein
LCMHGFIA_00971	CDS	786				IS21 family transposase IS1326
LCMHGFIA_00972	CDS	501				hypothetical protein
LCMHGFIA_00973	CDS	840	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
LCMHGFIA_00974	CDS	348	emrE_1		COG2076	Multidrug transporter EmrE
LCMHGFIA_00975	CDS	234	ant1_1	2.7.7.47		Streptomycin 3''-adenylyltransferase
LCMHGFIA_00976	CDS	525	ant1_2	2.7.7.47		Streptomycin 3''-adenylyltransferase
LCMHGFIA_00977	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
LCMHGFIA_00978	misc_RNA	72				AAC_AAD_leader
LCMHGFIA_00979	CDS	1014	xerC_1			Tyrosine recombinase XerC
LCMHGFIA_00980	CDS	738				hypothetical protein
LCMHGFIA_00981	CDS	225				hypothetical protein
LCMHGFIA_00982	CDS	1494				hypothetical protein
LCMHGFIA_00983	CDS	822				hypothetical protein
LCMHGFIA_00984	CDS	1215	bcr_1			Bicyclomycin resistance protein
LCMHGFIA_00985	CDS	306	hdfR_2			HTH-type transcriptional regulator HdfR
LCMHGFIA_00986	CDS	225				hypothetical protein
LCMHGFIA_00987	CDS	1200	tetA			Tetracycline resistance protein, class C
LCMHGFIA_00988	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
LCMHGFIA_00989	CDS	243				hypothetical protein
LCMHGFIA_00990	CDS	837				hypothetical protein
LCMHGFIA_00991	CDS	804	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
LCMHGFIA_00992	CDS	816	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
LCMHGFIA_00993	CDS	567				hypothetical protein
LCMHGFIA_00994	CDS	192				hypothetical protein
LCMHGFIA_00995	CDS	345	proQ_1		COG3109	RNA chaperone ProQ
LCMHGFIA_00996	CDS	549				hypothetical protein
LCMHGFIA_00997	CDS	237				hypothetical protein
LCMHGFIA_00998	CDS	573				hypothetical protein
LCMHGFIA_00999	CDS	567				hypothetical protein
LCMHGFIA_01000	CDS	126				hypothetical protein
LCMHGFIA_01001	CDS	825				hypothetical protein
LCMHGFIA_01002	CDS	537				hypothetical protein
LCMHGFIA_01003	CDS	147				hypothetical protein
LCMHGFIA_01004	CDS	219				hypothetical protein
LCMHGFIA_01005	CDS	1023				hypothetical protein
LCMHGFIA_01006	CDS	780				IS21 family transposase IS100kyp
LCMHGFIA_01007	CDS	789				hypothetical protein
LCMHGFIA_01008	CDS	402				hypothetical protein
LCMHGFIA_01009	CDS	426				hypothetical protein
LCMHGFIA_01010	CDS	351				hypothetical protein
LCMHGFIA_01011	CDS	1614				IS66 family transposase ISEc23
LCMHGFIA_01012	CDS	732				hypothetical protein
LCMHGFIA_01013	CDS	1224				hypothetical protein
LCMHGFIA_01014	CDS	885	der_1			GTPase Der
LCMHGFIA_01015	CDS	177				hypothetical protein
LCMHGFIA_01016	CDS	681				hypothetical protein
LCMHGFIA_01017	CDS	678				hypothetical protein
LCMHGFIA_01018	CDS	234				hypothetical protein
LCMHGFIA_01019	CDS	819				hypothetical protein
LCMHGFIA_01020	CDS	486	klcA_1			Antirestriction protein KlcA
LCMHGFIA_01021	CDS	477				hypothetical protein
LCMHGFIA_01022	CDS	222				hypothetical protein
LCMHGFIA_01023	CDS	369	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
LCMHGFIA_01024	CDS	375	cbtA_1			Cytoskeleton-binding toxin CbtA
LCMHGFIA_01025	CDS	489				hypothetical protein
LCMHGFIA_01026	CDS	198				hypothetical protein
LCMHGFIA_01027	CDS	867				hypothetical protein
LCMHGFIA_01028	CDS	264				hypothetical protein
LCMHGFIA_01029	CDS	327				hypothetical protein
LCMHGFIA_01030	CDS	1266	intS_2		COG0582	Prophage integrase IntS
LCMHGFIA_01031	CDS	609	yibF		COG0625	putative GST-like protein YibF
LCMHGFIA_01032	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
LCMHGFIA_01033	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
LCMHGFIA_01034	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
LCMHGFIA_01035	CDS	1296				hypothetical protein
LCMHGFIA_01036	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
LCMHGFIA_01037	CDS	324	yiaW_1			Inner membrane protein YiaW
LCMHGFIA_01038	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
LCMHGFIA_01039	CDS	975				hypothetical protein
LCMHGFIA_01040	CDS	741	mipA_1		COG3713	MltA-interacting protein
LCMHGFIA_01041	CDS	1971	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
LCMHGFIA_01042	CDS	1401	yicJ_1		COG2211	Inner membrane symporter YicJ
LCMHGFIA_01043	CDS	816	rhaR_1			HTH-type transcriptional activator RhaR
LCMHGFIA_01044	CDS	474	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
LCMHGFIA_01045	misc_RNA	43				ES036
LCMHGFIA_01046	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
LCMHGFIA_01047	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
LCMHGFIA_01048	CDS	825				hypothetical protein
LCMHGFIA_01049	CDS	1179	xylR			Xylose operon regulatory protein
LCMHGFIA_01050	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
LCMHGFIA_01051	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
LCMHGFIA_01052	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
LCMHGFIA_01053	CDS	1149	xylA	5.3.1.5		Xylose isomerase
LCMHGFIA_01054	CDS	1455	xylB_1	2.7.1.17	COG1070	Xylulose kinase
LCMHGFIA_01055	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
LCMHGFIA_01056	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
LCMHGFIA_01057	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
LCMHGFIA_01058	CDS	300				hypothetical protein
LCMHGFIA_01059	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
LCMHGFIA_01060	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
LCMHGFIA_01061	misc_RNA	152				sok
LCMHGFIA_01062	CDS	213				hypothetical protein
LCMHGFIA_01063	misc_RNA	428				cspA
LCMHGFIA_01064	CDS	213	cspA		COG1278	Cold shock protein CspA
LCMHGFIA_01065	CDS	291				hypothetical protein
LCMHGFIA_01066	CDS	711				hypothetical protein
LCMHGFIA_01067	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
LCMHGFIA_01068	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
LCMHGFIA_01069	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
LCMHGFIA_01070	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
LCMHGFIA_01071	CDS	498	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
LCMHGFIA_01072	CDS	699				hypothetical protein
LCMHGFIA_01073	CDS	1203	yhjX			putative MFS-type transporter YhjX
LCMHGFIA_01074	CDS	525	lpfA_2			putative major fimbrial subunit LpfA
LCMHGFIA_01075	CDS	687	lpfB			putative fimbrial chaperone LpfB
LCMHGFIA_01076	CDS	1104	lpfC		COG3188	putative outer membrane usher protein LpfC
LCMHGFIA_01077	CDS	1458	lpfC'_1		COG3188	putative outer membrane usher protein LpfC'
LCMHGFIA_01078	CDS	1056	lpfD			putative minor fimbrial subunit LpfD
LCMHGFIA_01079	CDS	531	lpfE			putative fimbrial subunit LpfE
LCMHGFIA_01080	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
LCMHGFIA_01081	tRNA	77				tRNA-Pro(cgg)
LCMHGFIA_01082	misc_RNA	82				naRNA4
LCMHGFIA_01083	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
LCMHGFIA_01084	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
LCMHGFIA_01085	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
LCMHGFIA_01086	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
LCMHGFIA_01087	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
LCMHGFIA_01088	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
LCMHGFIA_01089	misc_RNA	66				rdlD
LCMHGFIA_01090	CDS	108	ldrD			Small toxic polypeptide LdrD
LCMHGFIA_01091	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
LCMHGFIA_01092	CDS	192				hypothetical protein
LCMHGFIA_01093	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
LCMHGFIA_01094	CDS	189	yhjR			Protein YhjR
LCMHGFIA_01095	CDS	198	bcsQ_1			Cellulose biosynthesis protein BcsQ
LCMHGFIA_01096	CDS	537	bcsQ_2			Cellulose biosynthesis protein BcsQ
LCMHGFIA_01097	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
LCMHGFIA_01098	CDS	2331	bcsB			Cyclic di-GMP-binding protein
LCMHGFIA_01099	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
LCMHGFIA_01100	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
LCMHGFIA_01101	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
LCMHGFIA_01102	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
LCMHGFIA_01103	CDS	1497	yhjJ		COG0612	Protein YhjJ
LCMHGFIA_01104	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
LCMHGFIA_01105	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
LCMHGFIA_01106	CDS	2061				hypothetical protein
LCMHGFIA_01107	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
LCMHGFIA_01108	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
LCMHGFIA_01109	CDS	972	dmlR_1			HTH-type transcriptional regulator DmlR
LCMHGFIA_01110	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
LCMHGFIA_01111	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
LCMHGFIA_01112	CDS	1398				hypothetical protein
LCMHGFIA_01113	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
LCMHGFIA_01114	CDS	825	gadX_2			HTH-type transcriptional regulator GadX
LCMHGFIA_01115	misc_RNA	114				GadY
LCMHGFIA_01116	CDS	729	gadW_1			HTH-type transcriptional regulator GadW
LCMHGFIA_01117	CDS	282				hypothetical protein
LCMHGFIA_01118	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
LCMHGFIA_01119	CDS	1158	mdtE			Multidrug resistance protein MdtE
LCMHGFIA_01120	CDS	279				hypothetical protein
LCMHGFIA_01121	misc_RNA	72				ES205
LCMHGFIA_01122	CDS	528	gadE			Transcriptional regulator GadE
LCMHGFIA_01123	CDS	573	hdeD		COG3247	Protein HdeD
LCMHGFIA_01124	CDS	333	hdeA			Acid stress chaperone HdeA
LCMHGFIA_01125	CDS	339	hdeB			Acid stress chaperone HdeB
LCMHGFIA_01126	CDS	576	sapB_1		COG1285	Protein SapB
LCMHGFIA_01127	CDS	771	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
LCMHGFIA_01128	CDS	957	hmuU		COG0609	Hemin transport system permease protein HmuU
LCMHGFIA_01129	CDS	624				hypothetical protein
LCMHGFIA_01130	CDS	495	hutX		COG3721	Intracellular heme transport protein HutX
LCMHGFIA_01131	CDS	1338	chuW	2.1.1.342		Anaerobilin synthase
LCMHGFIA_01132	CDS	915	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
LCMHGFIA_01133	misc_RNA	32				shuA_thermo
LCMHGFIA_01134	CDS	1983	hemR		COG1629	Hemin receptor
LCMHGFIA_01135	CDS	1029	hemS		COG3720	Hemin transport protein HemS
LCMHGFIA_01136	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
LCMHGFIA_01137	CDS	567	slp_1		COG3065	Outer membrane protein Slp
LCMHGFIA_01138	CDS	1116				hypothetical protein
LCMHGFIA_01139	CDS	426	arsC	1.20.4.1		Arsenate reductase
LCMHGFIA_01140	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
LCMHGFIA_01141	CDS	354				hypothetical protein
LCMHGFIA_01142	misc_RNA	84				AgrB
LCMHGFIA_01143	misc_RNA	85				AgrB
LCMHGFIA_01144	CDS	174				hypothetical protein
LCMHGFIA_01145	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
LCMHGFIA_01146	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
LCMHGFIA_01147	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
LCMHGFIA_01148	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
LCMHGFIA_01149	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
LCMHGFIA_01150	CDS	435	uspA		COG0589	Universal stress protein A
LCMHGFIA_01151	CDS	336	uspB			Universal stress protein B
LCMHGFIA_01152	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
LCMHGFIA_01153	CDS	1203			COG2081	putative protein
LCMHGFIA_01154	CDS	156				hypothetical protein
LCMHGFIA_01155	CDS	1095	yhiM			Inner membrane protein YhiM
LCMHGFIA_01156	CDS	1611				hypothetical protein
LCMHGFIA_01157	CDS	1623				hypothetical protein
LCMHGFIA_01158	CDS	1068				hypothetical protein
LCMHGFIA_01159	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
LCMHGFIA_01160	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
LCMHGFIA_01161	CDS	276				hypothetical protein
LCMHGFIA_01162	CDS	360				hypothetical protein
LCMHGFIA_01163	CDS	861	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
LCMHGFIA_01164	CDS	270	ptsH_1		COG1925	Phosphocarrier protein HPr
LCMHGFIA_01165	CDS	1509	xylB_2	2.7.1.17		Xylulose kinase
LCMHGFIA_01166	CDS	1359	gatC_1		COG3775	PTS system galactitol-specific EIIC component
LCMHGFIA_01167	CDS	282	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
LCMHGFIA_01168	CDS	474				hypothetical protein
LCMHGFIA_01169	CDS	747	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
LCMHGFIA_01170	CDS	402	nikR		COG0864	Nickel-responsive regulator
LCMHGFIA_01171	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
LCMHGFIA_01172	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
LCMHGFIA_01173	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
LCMHGFIA_01174	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
LCMHGFIA_01175	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
LCMHGFIA_01176	CDS	588				hypothetical protein
LCMHGFIA_01177	CDS	1230	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
LCMHGFIA_01178	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LCMHGFIA_01179	CDS	465				hypothetical protein
LCMHGFIA_01180	CDS	1170	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
LCMHGFIA_01181	CDS	585				hypothetical protein
LCMHGFIA_01182	CDS	2319				hypothetical protein
LCMHGFIA_01183	CDS	606	lolA_1			Outer-membrane lipoprotein carrier protein
LCMHGFIA_01184	CDS	423		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
LCMHGFIA_01185	CDS	1677				hypothetical protein
LCMHGFIA_01186	CDS	354				hypothetical protein
LCMHGFIA_01187	CDS	402				hypothetical protein
LCMHGFIA_01188	CDS	906				hypothetical protein
LCMHGFIA_01189	CDS	582				hypothetical protein
LCMHGFIA_01190	CDS	252	acpP_1		COG0236	Acyl carrier protein
LCMHGFIA_01191	CDS	258				hypothetical protein
LCMHGFIA_01192	CDS	669				hypothetical protein
LCMHGFIA_01193	CDS	150				hypothetical protein
LCMHGFIA_01194	CDS	723				hypothetical protein
LCMHGFIA_01195	CDS	1059	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
LCMHGFIA_01196	CDS	378				hypothetical protein
LCMHGFIA_01197	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
LCMHGFIA_01198	CDS	1251	yhhS			putative MFS-type transporter YhhS
LCMHGFIA_01199	CDS	558				hypothetical protein
LCMHGFIA_01200	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
LCMHGFIA_01201	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
LCMHGFIA_01202	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
LCMHGFIA_01203	CDS	627				hypothetical protein
LCMHGFIA_01204	CDS	360				hypothetical protein
LCMHGFIA_01205	CDS	270				hypothetical protein
LCMHGFIA_01206	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
LCMHGFIA_01207	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
LCMHGFIA_01208	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
LCMHGFIA_01209	CDS	1059	ftsX		COG2177	Cell division protein FtsX
LCMHGFIA_01210	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
LCMHGFIA_01211	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
LCMHGFIA_01212	CDS	267				hypothetical protein
LCMHGFIA_01213	CDS	528				hypothetical protein
LCMHGFIA_01214	CDS	384	panZ			PanD regulatory factor
LCMHGFIA_01215	CDS	1110	livK		COG0683	Leucine-specific-binding protein
LCMHGFIA_01216	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
LCMHGFIA_01217	CDS	1278				hypothetical protein
LCMHGFIA_01218	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LCMHGFIA_01219	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LCMHGFIA_01220	CDS	747				hypothetical protein
LCMHGFIA_01221	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
LCMHGFIA_01222	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
LCMHGFIA_01223	CDS	846	lacG			Lactose transport system permease protein LacG
LCMHGFIA_01224	CDS	1071	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
LCMHGFIA_01225	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
LCMHGFIA_01226	CDS	441	yhhA			putative protein YhhA
LCMHGFIA_01227	CDS	1746	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
LCMHGFIA_01228	CDS	417				hypothetical protein
LCMHGFIA_01229	CDS	912				hypothetical protein
LCMHGFIA_01230	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
LCMHGFIA_01231	misc_RNA	65				RyhB
LCMHGFIA_01232	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
LCMHGFIA_01233	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
LCMHGFIA_01234	CDS	996	gntR			HTH-type transcriptional regulator GntR
LCMHGFIA_01235	CDS	528	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
LCMHGFIA_01236	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
LCMHGFIA_01237	CDS	609	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
LCMHGFIA_01238	CDS	390				hypothetical protein
LCMHGFIA_01239	CDS	1098				hypothetical protein
LCMHGFIA_01240	CDS	1203				hypothetical protein
LCMHGFIA_01241	CDS	594				hypothetical protein
LCMHGFIA_01242	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
LCMHGFIA_01243	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
LCMHGFIA_01244	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
LCMHGFIA_01245	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
LCMHGFIA_01246	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
LCMHGFIA_01247	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
LCMHGFIA_01248	CDS	1509				hypothetical protein
LCMHGFIA_01249	CDS	993				hypothetical protein
LCMHGFIA_01250	CDS	603				hypothetical protein
LCMHGFIA_01251	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
LCMHGFIA_01252	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
LCMHGFIA_01253	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
LCMHGFIA_01254	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
LCMHGFIA_01255	CDS	1599	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
LCMHGFIA_01256	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
LCMHGFIA_01257	CDS	1029	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
LCMHGFIA_01258	CDS	486				hypothetical protein
LCMHGFIA_01259	CDS	279				hypothetical protein
LCMHGFIA_01260	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
LCMHGFIA_01261	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
LCMHGFIA_01262	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
LCMHGFIA_01263	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
LCMHGFIA_01264	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
LCMHGFIA_01265	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
LCMHGFIA_01266	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
LCMHGFIA_01267	CDS	879				ISNCY family transposase ISVsa17
LCMHGFIA_01268	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
LCMHGFIA_01269	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
LCMHGFIA_01270	CDS	228	feoA		COG1918	Fe(2+) transport protein A
LCMHGFIA_01271	CDS	2322	yhgF		COG2183	Protein YhgF
LCMHGFIA_01272	CDS	477	greB		COG0782	Transcription elongation factor GreB
LCMHGFIA_01273	CDS	720	ompR_2			Transcriptional regulatory protein OmpR
LCMHGFIA_01274	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
LCMHGFIA_01275	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
LCMHGFIA_01276	CDS	1725				hypothetical protein
LCMHGFIA_01277	CDS	879	hslO		COG1281	33 kDa chaperonin
LCMHGFIA_01278	CDS	402	hslR		COG1188	Heat shock protein 15
LCMHGFIA_01279	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
LCMHGFIA_01280	CDS	2124	yrfF			Putative membrane protein IgaA 
LCMHGFIA_01281	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
LCMHGFIA_01282	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
LCMHGFIA_01283	CDS	795				hypothetical protein
