locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKJJBAGK_00963	CDS	276	merP			Mercuric transport protein periplasmic component
AKJJBAGK_00964	CDS	423	merC			Mercuric transport protein MerC
AKJJBAGK_00965	CDS	1695	merA	1.16.1.1		Mercuric reductase
AKJJBAGK_00966	CDS	363				hypothetical protein
AKJJBAGK_00967	CDS	237				hypothetical protein
AKJJBAGK_00968	CDS	708			COG2200	putative signaling protein
AKJJBAGK_00969	CDS	1680				hypothetical protein
AKJJBAGK_00970	CDS	861				hypothetical protein
AKJJBAGK_00971	CDS	1515				hypothetical protein
AKJJBAGK_00972	CDS	786				IS21 family transposase IS1326
AKJJBAGK_00973	CDS	501				hypothetical protein
AKJJBAGK_00974	CDS	840	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
AKJJBAGK_00975	CDS	348	emrE_1		COG2076	Multidrug transporter EmrE
AKJJBAGK_00976	CDS	234	ant1_1	2.7.7.47		Streptomycin 3''-adenylyltransferase
AKJJBAGK_00977	CDS	525	ant1_2	2.7.7.47		Streptomycin 3''-adenylyltransferase
AKJJBAGK_00978	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
AKJJBAGK_00979	misc_RNA	72				AAC_AAD_leader
AKJJBAGK_00980	CDS	1014	xerC_1			Tyrosine recombinase XerC
AKJJBAGK_00981	CDS	738				hypothetical protein
AKJJBAGK_00982	CDS	225				hypothetical protein
AKJJBAGK_00983	CDS	1494				hypothetical protein
AKJJBAGK_00984	CDS	822				hypothetical protein
AKJJBAGK_00985	CDS	1215	bcr_1			Bicyclomycin resistance protein
AKJJBAGK_00986	CDS	306	hdfR_2			HTH-type transcriptional regulator HdfR
AKJJBAGK_00987	CDS	225				hypothetical protein
AKJJBAGK_00988	CDS	1200	tetA			Tetracycline resistance protein, class C
AKJJBAGK_00989	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
AKJJBAGK_00990	CDS	243				hypothetical protein
AKJJBAGK_00991	CDS	837				hypothetical protein
AKJJBAGK_00992	CDS	804	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
AKJJBAGK_00993	CDS	816	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
AKJJBAGK_00994	CDS	567				hypothetical protein
AKJJBAGK_00995	CDS	192				hypothetical protein
AKJJBAGK_00996	CDS	345	proQ_1		COG3109	RNA chaperone ProQ
AKJJBAGK_00997	CDS	549				hypothetical protein
AKJJBAGK_00998	CDS	237				hypothetical protein
AKJJBAGK_00999	CDS	573				hypothetical protein
AKJJBAGK_01000	CDS	567				hypothetical protein
AKJJBAGK_01001	CDS	126				hypothetical protein
AKJJBAGK_01002	CDS	825				hypothetical protein
AKJJBAGK_01003	CDS	537				hypothetical protein
AKJJBAGK_01004	CDS	147				hypothetical protein
AKJJBAGK_01005	CDS	219				hypothetical protein
AKJJBAGK_01006	CDS	1023				hypothetical protein
AKJJBAGK_01007	CDS	780				IS21 family transposase IS100kyp
AKJJBAGK_01008	CDS	789				hypothetical protein
AKJJBAGK_01009	CDS	402				hypothetical protein
AKJJBAGK_01010	CDS	426				hypothetical protein
AKJJBAGK_01011	CDS	351				hypothetical protein
AKJJBAGK_01012	CDS	1614				IS66 family transposase ISEc23
AKJJBAGK_01013	CDS	732				hypothetical protein
AKJJBAGK_01014	CDS	1224				hypothetical protein
AKJJBAGK_01015	CDS	885	der_1			GTPase Der
AKJJBAGK_01016	CDS	177				hypothetical protein
AKJJBAGK_01017	CDS	681				hypothetical protein
AKJJBAGK_01018	CDS	678				hypothetical protein
AKJJBAGK_01019	CDS	234				hypothetical protein
AKJJBAGK_01020	CDS	819				hypothetical protein
AKJJBAGK_01021	CDS	486	klcA_1			Antirestriction protein KlcA
AKJJBAGK_01022	CDS	477				hypothetical protein
AKJJBAGK_01023	CDS	222				hypothetical protein
AKJJBAGK_01024	CDS	369	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
AKJJBAGK_01025	CDS	375	cbtA_1			Cytoskeleton-binding toxin CbtA
AKJJBAGK_01026	CDS	489				hypothetical protein
AKJJBAGK_01027	CDS	198				hypothetical protein
AKJJBAGK_01028	CDS	867				hypothetical protein
AKJJBAGK_01029	CDS	264				hypothetical protein
AKJJBAGK_01030	CDS	327				hypothetical protein
AKJJBAGK_01031	CDS	1266	intS_2		COG0582	Prophage integrase IntS
AKJJBAGK_01032	CDS	2115	fusA		COG0480	Elongation factor G
AKJJBAGK_01033	CDS	471	rpsG		COG0049	30S ribosomal protein S7
AKJJBAGK_01034	CDS	375	rpsL		COG0048	30S ribosomal protein S12
AKJJBAGK_01035	CDS	288	tusB		COG2168	Protein TusB
AKJJBAGK_01036	CDS	360	tusC		COG2923	Protein TusC
AKJJBAGK_01037	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
AKJJBAGK_01038	CDS	723	dauR		COG2964	Transcriptional regulator DauR
AKJJBAGK_01039	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
AKJJBAGK_01040	CDS	219	slyX		COG2900	Protein SlyX 
AKJJBAGK_01041	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
AKJJBAGK_01042	CDS	201				hypothetical protein
AKJJBAGK_01043	CDS	1779	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
AKJJBAGK_01044	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
AKJJBAGK_01045	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
AKJJBAGK_01046	CDS	1023				hypothetical protein
AKJJBAGK_01047	CDS	219				hypothetical protein
AKJJBAGK_01048	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
AKJJBAGK_01049	CDS	405	yhfA		COG1765	Protein YhfA
AKJJBAGK_01050	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
AKJJBAGK_01051	CDS	2091				hypothetical protein
AKJJBAGK_01052	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
AKJJBAGK_01053	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
AKJJBAGK_01054	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
AKJJBAGK_01055	CDS	168	yhfG			putative protein YhfG
AKJJBAGK_01056	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
AKJJBAGK_01057	CDS	1182	tsgA		COG0477	Protein TsgA
AKJJBAGK_01058	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
AKJJBAGK_01059	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
AKJJBAGK_01060	CDS	807	nirC		COG2116	Nitrite transporter NirC
AKJJBAGK_01061	CDS	1374	cysG		COG0007	Siroheme synthase
AKJJBAGK_01062	CDS	168				hypothetical protein
AKJJBAGK_01063	CDS	1338	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
AKJJBAGK_01064	CDS	1023	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
AKJJBAGK_01065	CDS	828	frlC	5.1.3.41	COG1082	Fructoselysine 3-epimerase
AKJJBAGK_01066	CDS	333	frlD_1	2.7.1.218	COG0524	Fructoselysine 6-kinase
AKJJBAGK_01067	CDS	435	frlD_2	2.7.1.218	COG0524	Fructoselysine 6-kinase
AKJJBAGK_01068	CDS	489	frlR_1		COG2188	putative fructoselysine utilization operon transcriptional repressor
AKJJBAGK_01069	CDS	198	frlR_2		COG2188	putative fructoselysine utilization operon transcriptional repressor
AKJJBAGK_01070	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
AKJJBAGK_01071	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
AKJJBAGK_01072	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
AKJJBAGK_01073	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
AKJJBAGK_01074	CDS	1287	damX		COG3266	Cell division protein DamX
AKJJBAGK_01075	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
AKJJBAGK_01076	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
AKJJBAGK_01077	CDS	1209	pilQ			Type IV pilus biogenesis and competence protein PilQ
AKJJBAGK_01078	CDS	405				hypothetical protein
AKJJBAGK_01079	CDS	441				hypothetical protein
AKJJBAGK_01080	CDS	540				hypothetical protein
AKJJBAGK_01081	CDS	795				hypothetical protein
AKJJBAGK_01082	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
AKJJBAGK_01083	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
AKJJBAGK_01084	CDS	2124	yrfF			Putative membrane protein IgaA 
AKJJBAGK_01085	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
AKJJBAGK_01086	CDS	402	hslR		COG1188	Heat shock protein 15
AKJJBAGK_01087	CDS	879	hslO		COG1281	33 kDa chaperonin
AKJJBAGK_01088	CDS	1725				hypothetical protein
AKJJBAGK_01089	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
AKJJBAGK_01090	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
AKJJBAGK_01091	CDS	720	ompR_2			Transcriptional regulatory protein OmpR
AKJJBAGK_01092	CDS	477	greB		COG0782	Transcription elongation factor GreB
AKJJBAGK_01093	CDS	2322	yhgF		COG2183	Protein YhgF
AKJJBAGK_01094	CDS	228	feoA		COG1918	Fe(2+) transport protein A
AKJJBAGK_01095	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
AKJJBAGK_01096	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
AKJJBAGK_01097	CDS	879				ISNCY family transposase ISVsa17
AKJJBAGK_01098	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
AKJJBAGK_01099	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
AKJJBAGK_01100	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
AKJJBAGK_01101	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
AKJJBAGK_01102	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
AKJJBAGK_01103	CDS	2394	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
AKJJBAGK_01104	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
AKJJBAGK_01105	CDS	279				hypothetical protein
AKJJBAGK_01106	CDS	486				hypothetical protein
AKJJBAGK_01107	CDS	1029	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
AKJJBAGK_01108	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
AKJJBAGK_01109	CDS	1599	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
AKJJBAGK_01110	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
AKJJBAGK_01111	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
AKJJBAGK_01112	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
AKJJBAGK_01113	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
AKJJBAGK_01114	CDS	603				hypothetical protein
AKJJBAGK_01115	CDS	993				hypothetical protein
AKJJBAGK_01116	CDS	1509				hypothetical protein
AKJJBAGK_01117	CDS	2448	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
AKJJBAGK_01118	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
AKJJBAGK_01119	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
AKJJBAGK_01120	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
AKJJBAGK_01121	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
AKJJBAGK_01122	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
AKJJBAGK_01123	CDS	594				hypothetical protein
AKJJBAGK_01124	CDS	1203				hypothetical protein
AKJJBAGK_01125	CDS	1098				hypothetical protein
AKJJBAGK_01126	CDS	390				hypothetical protein
AKJJBAGK_01127	CDS	609	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
AKJJBAGK_01128	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
AKJJBAGK_01129	CDS	528	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
AKJJBAGK_01130	CDS	996	gntR			HTH-type transcriptional regulator GntR
AKJJBAGK_01131	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
AKJJBAGK_01132	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
AKJJBAGK_01133	misc_RNA	65				RyhB
AKJJBAGK_01134	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
AKJJBAGK_01135	CDS	912				hypothetical protein
AKJJBAGK_01136	CDS	417				hypothetical protein
AKJJBAGK_01137	CDS	1746	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
AKJJBAGK_01138	CDS	441	yhhA			putative protein YhhA
AKJJBAGK_01139	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
AKJJBAGK_01140	CDS	1071	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
AKJJBAGK_01141	CDS	846	lacG			Lactose transport system permease protein LacG
AKJJBAGK_01142	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
AKJJBAGK_01143	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
AKJJBAGK_01144	CDS	747				hypothetical protein
AKJJBAGK_01145	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKJJBAGK_01146	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AKJJBAGK_01147	CDS	1278				hypothetical protein
AKJJBAGK_01148	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKJJBAGK_01149	CDS	1110	livK		COG0683	Leucine-specific-binding protein
AKJJBAGK_01150	CDS	384	panZ			PanD regulatory factor
AKJJBAGK_01151	CDS	528				hypothetical protein
AKJJBAGK_01152	CDS	267				hypothetical protein
AKJJBAGK_01153	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
AKJJBAGK_01154	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
AKJJBAGK_01155	CDS	1059	ftsX		COG2177	Cell division protein FtsX
AKJJBAGK_01156	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
AKJJBAGK_01157	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
AKJJBAGK_01158	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AKJJBAGK_01159	CDS	270				hypothetical protein
AKJJBAGK_01160	CDS	360				hypothetical protein
AKJJBAGK_01161	CDS	627				hypothetical protein
AKJJBAGK_01162	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
AKJJBAGK_01163	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
AKJJBAGK_01164	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
AKJJBAGK_01165	CDS	558				hypothetical protein
AKJJBAGK_01166	CDS	1251	yhhS			putative MFS-type transporter YhhS
AKJJBAGK_01167	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
AKJJBAGK_01168	CDS	378				hypothetical protein
AKJJBAGK_01169	CDS	1059	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
AKJJBAGK_01170	CDS	723				hypothetical protein
AKJJBAGK_01171	CDS	150				hypothetical protein
AKJJBAGK_01172	CDS	669				hypothetical protein
AKJJBAGK_01173	CDS	258				hypothetical protein
AKJJBAGK_01174	CDS	252	acpP_1		COG0236	Acyl carrier protein
AKJJBAGK_01175	CDS	582				hypothetical protein
AKJJBAGK_01176	CDS	906				hypothetical protein
AKJJBAGK_01177	CDS	402				hypothetical protein
AKJJBAGK_01178	CDS	354				hypothetical protein
AKJJBAGK_01179	CDS	1677				hypothetical protein
AKJJBAGK_01180	CDS	423		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
AKJJBAGK_01181	CDS	606	lolA_1			Outer-membrane lipoprotein carrier protein
AKJJBAGK_01182	CDS	2319				hypothetical protein
AKJJBAGK_01183	CDS	585				hypothetical protein
AKJJBAGK_01184	CDS	1170	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AKJJBAGK_01185	CDS	465				hypothetical protein
AKJJBAGK_01186	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AKJJBAGK_01187	CDS	1230	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AKJJBAGK_01188	CDS	588				hypothetical protein
AKJJBAGK_01189	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
AKJJBAGK_01190	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
AKJJBAGK_01191	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
AKJJBAGK_01192	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
AKJJBAGK_01193	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
AKJJBAGK_01194	CDS	402	nikR		COG0864	Nickel-responsive regulator
AKJJBAGK_01195	CDS	747	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
AKJJBAGK_01196	CDS	474				hypothetical protein
AKJJBAGK_01197	CDS	282	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
AKJJBAGK_01198	CDS	1359	gatC_1		COG3775	PTS system galactitol-specific EIIC component
AKJJBAGK_01199	CDS	1509	xylB_1	2.7.1.17		Xylulose kinase
AKJJBAGK_01200	CDS	270	ptsH_1		COG1925	Phosphocarrier protein HPr
AKJJBAGK_01201	CDS	861	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
AKJJBAGK_01202	CDS	360				hypothetical protein
AKJJBAGK_01203	CDS	276				hypothetical protein
AKJJBAGK_01204	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
AKJJBAGK_01205	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
AKJJBAGK_01206	CDS	1068				hypothetical protein
AKJJBAGK_01207	CDS	1623				hypothetical protein
AKJJBAGK_01208	CDS	1611				hypothetical protein
AKJJBAGK_01209	CDS	1095	yhiM			Inner membrane protein YhiM
AKJJBAGK_01210	CDS	156				hypothetical protein
AKJJBAGK_01211	CDS	1203			COG2081	putative protein
AKJJBAGK_01212	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
AKJJBAGK_01213	CDS	336	uspB			Universal stress protein B
AKJJBAGK_01214	CDS	435	uspA		COG0589	Universal stress protein A
AKJJBAGK_01215	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
AKJJBAGK_01216	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
AKJJBAGK_01217	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
AKJJBAGK_01218	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
AKJJBAGK_01219	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
AKJJBAGK_01220	CDS	174				hypothetical protein
AKJJBAGK_01221	misc_RNA	85				AgrB
AKJJBAGK_01222	misc_RNA	84				AgrB
AKJJBAGK_01223	CDS	354				hypothetical protein
AKJJBAGK_01224	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
AKJJBAGK_01225	CDS	426	arsC	1.20.4.1		Arsenate reductase
AKJJBAGK_01226	CDS	1116				hypothetical protein
AKJJBAGK_01227	CDS	567	slp_1		COG3065	Outer membrane protein Slp
AKJJBAGK_01228	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
AKJJBAGK_01229	CDS	1029	hemS		COG3720	Hemin transport protein HemS
AKJJBAGK_01230	CDS	1983	hemR		COG1629	Hemin receptor
AKJJBAGK_01231	misc_RNA	32				shuA_thermo
AKJJBAGK_01232	CDS	915	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
AKJJBAGK_01233	CDS	1338	chuW	2.1.1.342		Anaerobilin synthase
AKJJBAGK_01234	CDS	495	hutX		COG3721	Intracellular heme transport protein HutX
AKJJBAGK_01235	CDS	624				hypothetical protein
AKJJBAGK_01236	CDS	957	hmuU		COG0609	Hemin transport system permease protein HmuU
AKJJBAGK_01237	CDS	771	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
AKJJBAGK_01238	CDS	576	sapB_1		COG1285	Protein SapB
AKJJBAGK_01239	CDS	339	hdeB			Acid stress chaperone HdeB
AKJJBAGK_01240	CDS	333	hdeA			Acid stress chaperone HdeA
AKJJBAGK_01241	CDS	573	hdeD		COG3247	Protein HdeD
AKJJBAGK_01242	CDS	528	gadE			Transcriptional regulator GadE
AKJJBAGK_01243	CDS	279				hypothetical protein
AKJJBAGK_01244	misc_RNA	72				ES205
AKJJBAGK_01245	CDS	1158	mdtE			Multidrug resistance protein MdtE
AKJJBAGK_01246	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
AKJJBAGK_01247	CDS	282				hypothetical protein
AKJJBAGK_01248	CDS	729	gadW_1			HTH-type transcriptional regulator GadW
AKJJBAGK_01249	misc_RNA	114				GadY
AKJJBAGK_01250	CDS	825	gadX_2			HTH-type transcriptional regulator GadX
AKJJBAGK_01251	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
AKJJBAGK_01252	CDS	1398				hypothetical protein
AKJJBAGK_01253	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
AKJJBAGK_01254	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
AKJJBAGK_01255	CDS	972	dmlR_1			HTH-type transcriptional regulator DmlR
AKJJBAGK_01256	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
AKJJBAGK_01257	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
AKJJBAGK_01258	CDS	2061				hypothetical protein
AKJJBAGK_01259	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
AKJJBAGK_01260	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
AKJJBAGK_01261	CDS	1497	yhjJ		COG0612	Protein YhjJ
AKJJBAGK_01262	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
AKJJBAGK_01263	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
AKJJBAGK_01264	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
AKJJBAGK_01265	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
AKJJBAGK_01266	CDS	2331	bcsB			Cyclic di-GMP-binding protein
AKJJBAGK_01267	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
AKJJBAGK_01268	CDS	537	bcsQ_1			Cellulose biosynthesis protein BcsQ
AKJJBAGK_01269	CDS	198	bcsQ_2			Cellulose biosynthesis protein BcsQ
AKJJBAGK_01270	CDS	189	yhjR			Protein YhjR
AKJJBAGK_01271	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
AKJJBAGK_01272	CDS	192				hypothetical protein
AKJJBAGK_01273	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
AKJJBAGK_01274	CDS	108	ldrD			Small toxic polypeptide LdrD
AKJJBAGK_01275	misc_RNA	66				rdlD
AKJJBAGK_01276	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
AKJJBAGK_01277	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
AKJJBAGK_01278	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
AKJJBAGK_01279	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
AKJJBAGK_01280	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
AKJJBAGK_01281	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
AKJJBAGK_01282	misc_RNA	82				naRNA4
AKJJBAGK_01283	tRNA	77				tRNA-Pro(cgg)
AKJJBAGK_01284	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
AKJJBAGK_01285	CDS	531	lpfE			putative fimbrial subunit LpfE
AKJJBAGK_01286	CDS	1056	lpfD			putative minor fimbrial subunit LpfD
AKJJBAGK_01287	CDS	1458	lpfC'_1		COG3188	putative outer membrane usher protein LpfC'
AKJJBAGK_01288	CDS	1104	lpfC		COG3188	putative outer membrane usher protein LpfC
AKJJBAGK_01289	CDS	687	lpfB			putative fimbrial chaperone LpfB
AKJJBAGK_01290	CDS	525	lpfA_2			putative major fimbrial subunit LpfA
AKJJBAGK_01291	CDS	1203	yhjX			putative MFS-type transporter YhjX
AKJJBAGK_01292	CDS	699				hypothetical protein
AKJJBAGK_01293	CDS	498	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
AKJJBAGK_01294	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
AKJJBAGK_01295	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
AKJJBAGK_01296	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
AKJJBAGK_01297	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
AKJJBAGK_01298	CDS	711				hypothetical protein
AKJJBAGK_01299	CDS	291				hypothetical protein
AKJJBAGK_01300	misc_RNA	428				cspA
AKJJBAGK_01301	CDS	213	cspA		COG1278	Cold shock protein CspA
AKJJBAGK_01302	CDS	213				hypothetical protein
AKJJBAGK_01303	misc_RNA	152				sok
AKJJBAGK_01304	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
AKJJBAGK_01305	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
AKJJBAGK_01306	CDS	300				hypothetical protein
AKJJBAGK_01307	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
AKJJBAGK_01308	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
AKJJBAGK_01309	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
AKJJBAGK_01310	CDS	1455	xylB_2	2.7.1.17	COG1070	Xylulose kinase
AKJJBAGK_01311	CDS	1149	xylA	5.3.1.5		Xylose isomerase
AKJJBAGK_01312	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
AKJJBAGK_01313	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
AKJJBAGK_01314	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
AKJJBAGK_01315	CDS	1179	xylR			Xylose operon regulatory protein
AKJJBAGK_01316	CDS	825				hypothetical protein
AKJJBAGK_01317	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
AKJJBAGK_01318	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
